Date,EventType,Event,Rank,Player,Deck,Wins,Losses,Win Rate
2023-06-17,offline,Paupergeddon Pisa,225,De Vivo roberto,Grixis Affinity,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,226,Crosa Alessandro,Altar Tron,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,227,Da Lio francesco,Mono Blue Faeries,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,228,Vergani Riccardo,Unknown Deck,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,229,Postorino Giovanni,Boros Synth,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,230,Amicone Placido,Unknown Deck,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,231,Fait Stefano,Mono Blue Faeries,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,232,Dall Oglio nico,Slivers,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,233,Conte Simone,Mono Blue Faeries,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,234,Ambrosio Alessandro,Orzhov Ephemerate,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,235,Guerriero Lorenzo,Infect Gates,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,236,Debiasi Samuel,Pingers Burn,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,237,Borgatti Edoardo,Pingers Burn,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,238,Peri Proto riccardo maria,Dimir Terror,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,239,Di Dio riccardo,Cawgate,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,240,Decarlo Andrea,Kuldotha Red,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,241,Rossi Fabio,Pingers Burn,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,242,Griseta Donato,Azorius Familiars,2,1,0.6666666666666666
2023-06-17,offline,Paupergeddon Pisa,243,Frausin Emma,Cawgate,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,244,Tambone Giuliano,Jeskai Ephemerate,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,245,Speziga Dario,Izzet Ponza,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,246,Bartolocci Francesco,Esper Ephemerate,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,247,Mazzola Matteo,Altar Tron,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,248,Borghetti Gabriele,Walls Combo,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,249,Franco Andrea,Kuldotha Red,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,250,Alvisi Samuele,Mono Blue Terror,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,251,Fidati Paride,Mono Blue Faeries,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,252,Giammo Matteo,Boros Synth,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,253,Pecis Davide,Slivers,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,254,D Anteo giorgio,Golgari Midrange,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,255,Simonetta Andrea,Mono Blue Faeries,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,256,Aiello Patrizio,Whale Combo,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,257,Mancini Alessandro,Unknown Deck,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,258,Vivaldi Lorenzo,Grixis Affinity,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,259,Santamaria Andrea,Mono Red Blitz,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,260,Cremaschi Gianluca,Boros Synth,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,261,Ferrari Andrea,Pingers Burn,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,262,Ortelli Simone,White Weenie,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,263,Caldarulo Gianluca,Dimir Terror,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,264,Gianelli Fabrizio,Boros Ephemerate,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,265,Audizi Alessio,Golgari Midrange,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,266,Giuliani Pietro,Boros Synth,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,267,Massaccesi Davide,Azorius Familiars,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,268,Fabbri Federico,Grixis Affinity,2,2,0.5
2023-06-17,offline,Paupergeddon Pisa,269,Fasano Riccardo,Walls Combo,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,270,Petoshati Orland,Grixis Affinity,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,271,Nicola Sampogna,White Weenie,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,272,Mazzantini Francesco,Altar Tron,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,273,Mannella Stefano,Grixis Affinity,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,274,Belotti Andrea,Mono Blue Faeries,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,275,Lukas Ondrej,Naya Gates,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,276,Pelagagge Federico,Pingers Burn,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,277,Grosso Emanuele,Kuldotha Red,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,278,Ledda Simone,Flicker Tron,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,279,Navarra Giovanni,Kuldotha Red,3,3,0.5
2023-06-17,offline,Paupergeddon Pisa,280,Casalini Alberto,Orzhov Ephemerate,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,281,Simon Paolo,Rakdos Madness,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,282,Casorerio Simone,Slivers,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,283,Calzolari Andrea,Mono Blue Faeries,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,284,Calanna Daniele,Pingers Burn,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,285,Rizzardi Thomas,Dimir Terror,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,286,Caddeo Gianluca,Dimir Terror,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,287,Martini Stefano,Kuldotha Red,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,288,Lamberti Domenico,Altar Tron,1,2,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,289,Bassetto Matteo,Grixis Affinity,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,290,Cellai Stefano,Rakdos Burn,3,4,0.42857142857142855
2023-06-17,offline,Paupergeddon Pisa,291,Monje Russell,Mono Blue Faeries,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,292,Tanzini Michele,Mono Blue Terror,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,293,Marulli Thomas,Azorius Familiars,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,294,Schiano Di cola vincenzo,Golgari Delve,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,295,Muser Marco,Azorius Familiars,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,296,Artu Valentino,Mono Blue Faeries,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,297,Zanzottera Luca,Golgari Midrange,1,2,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,298,Papucci Michele,Azorius Familiars,2,2,0.5
2023-06-17,offline,Paupergeddon Pisa,299,Caiazzo Giuseppe,Dimir Terror,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,300,Iuculano Paolo,Altar Tron,1,2,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,301,Testa Umberto,Walls Combo,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,302,Mancinelli Leo,Kuldotha Red,2,2,0.5
2023-06-17,offline,Paupergeddon Pisa,303,Sannino Giacinto,Jeskai Ephemerate,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,304,Carrozza Alberto,Boros Synth,2,2,0.5
2023-06-17,offline,Paupergeddon Pisa,305,Rizzi Mattia,Golgari Midrange,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,306,Gianotti Pietro,Dimir Faeries,1,2,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,307,Noviello Federico,Unknown Deck,1,4,0.2
2023-06-17,offline,Paupergeddon Pisa,308,Priolo Dario,Boros Synth,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,309,Rinaldi Luca,Mono Blue Faeries,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,310,Laudati Pietro,Golgari Midrange,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,311,Neri Riccardo,Boros Ephemerate,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,312,Ricci Leonardo,Unknown Deck,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,313,Caverni Tommaso,Gruul Ponza,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,314,Cossu Andrea,Unknown Deck,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,315,Teneggi Alessandro,Grixis Affinity,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,316,Colazilli Andrea,Kuldotha Red,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,317,Ferrari Simone,Izzet Faeries,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,318,Forti Andrea,Gruul Ponza,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,319,Giardini Andrea,Cawgate,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,320,Siciliano Joseph,Azorius Familiars,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,321,Doveri Marco,Mono Blue Faeries,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,322,Zaccagnini Diego,Kuldotha Red,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,323,Monticelli Tommaso,Grixis Affinity,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,324,Marsili Alberto,Unknown Deck,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,325,Torricelli Luca,Unknown Deck,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,326,Toffanin Enrico,Kuldotha Red,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,327,Giglio Gabriele,Golgari Midrange,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,328,Triassi Michele,Bogles,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,329,Masotti Niccolo’,Gruul Ponza,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,330,Varocchi Francesco,Poison Storm,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,331,Mattucci Marcolivier,Dimir Terror,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,332,Vondrejc Jakub,White Weenie,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,333,Di Meglio antonio,Pingers Burn,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,334,Setaro Livio,Kuldotha Red,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,335,Cuppari Francesco,Bogles,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,336,Zino Michele,Unknown Deck,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,337,Del Bianco david,Tortured Existence,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,338,Politi Matteo,Mono Green Infect,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,339,Perotti Efrem,Goblin Combo,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,340,Bornancin Luca,Boros Synth,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,341,Tummolillo Carlo,White Weenie,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,342,Fasano Tommaso,Walls Combo,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,343,Baraldi Giacomo,Gruul Ponza,1,5,0.16666666666666666
2023-06-17,offline,Paupergeddon Pisa,344,Gasperi Giulia,Boros Synth,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,345,Animobono Andrea,Unknown Deck,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,346,Zemmi Davide,Bogles,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,347,Tribulato Gabriele,Bogles,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,348,Gonnelli Simone,Grixis Affinity,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,349,Montani Marco,Mono Blue Faeries,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,350,Mignone Marco giocondo,Mono White Heroic,1,5,0.16666666666666666
2023-06-17,offline,Paupergeddon Pisa,351,Sorini Federico,Jeskai Ephemerate,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,352,Tomasina Marcello,Mono Red Prowess,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,353,Brunel Noam,Dimir Terror,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,354,Ippoliti Daniele,Boros Synth,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,355,Corbetta Samuele,Mono Blue Faeries,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,356,Rottigni Angelo,Mono Blue Faeries,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,357,Albernaz Viana tiago,Gruul Ponza,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,358,Filippini Filippo,Poison Storm,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,359,Garfagnoli Gabriele,Mono Blue Faeries,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,360,Stefano Cucciniello,Unknown Deck,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,361,Araldo Silvio,Izzet Affinity,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,362,Bejinari Cozmin,Boros Synth,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,363,Bigi Luciano,Dimir Terror,2,4,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,364,Farenzena Alisa,Slivers,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,365,Marraccini Gabriele,White Weenie,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,366,Boldrini Luca,Dimir Terror,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,367,Conati Nicola,Mono Blue Faeries,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,368,Campari Gabriele,Bogles,2,5,0.2857142857142857
2023-06-17,offline,Paupergeddon Pisa,369,Salvato Giulio,Walls Combo,2,3,0.4
2023-06-17,offline,Paupergeddon Pisa,370,Bini Simone,Altar Tron,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,371,Tirini Filippo,Boros Ephemerate,0,2,0
2023-06-17,offline,Paupergeddon Pisa,372,Michenzi Luca,Golgari Midrange,0,3,0
2023-06-17,offline,Paupergeddon Pisa,373,Bonaventura Ciro,Mono Blue Faeries,1,2,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,374,Marchetti Marco,Dimir Terror,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,375,Bonilauri Augusto,Grixis Affinity,1,2,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,376,Fontana Claudio,Unknown Deck,1,4,0.2
2023-06-17,offline,Paupergeddon Pisa,377,Mileto Francesco maria,Izzet Curve,1,5,0.16666666666666666
2023-06-17,offline,Paupergeddon Pisa,378,Tassetti Roberto maria,Naya Gond,1,2,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,379,Monaro Cortez,Walls Combo,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,380,Battilani Francesco,Grixis Affinity,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,381,Carelli Franco,Azorius Familiars,1,5,0.16666666666666666
2023-06-17,offline,Paupergeddon Pisa,382,Bezzini Alex,Dimir Terror,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,383,Leonelli Francesco,Mono Blue Faeries,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,384,Di Caro stefano,Altar Tron,1,2,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,385,Alessi Nino,Pingers Burn,1,4,0.2
2023-06-17,offline,Paupergeddon Pisa,386,Saletto Giovanni,Bogles,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,387,Sano Beniamino,Cawgate,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,388,Belli Alessandro,Kuldotha Red,1,4,0.2
2023-06-17,offline,Paupergeddon Pisa,389,Brunori Lapo,Unknown Deck,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,390,Mirko Tetti,Mono Blue Faeries,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,391,Bombarda Massimo,Pingers Burn,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,392,Canuti Marcello,Pingers Burn,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,393,Torre Tiziano,Golgari Midrange,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,394,Becchi Giacomo,Golgari Midrange,0,3,0
2023-06-17,offline,Paupergeddon Pisa,395,Sciarrone Raffaele,Golgari Midrange,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,396,Ciacci Cristiano,Azorius Familiars,0,3,0
2023-06-17,offline,Paupergeddon Pisa,397,Las Heras aixandri guillem,Poison Storm,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,398,Lo Presti carlo,Azorius Familiars,1,2,0.3333333333333333
2023-06-17,offline,Paupergeddon Pisa,399,Croce Gianluca,Pingers Burn,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,400,Sbrilanci Lorenzo,Pingers Burn,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,401,Croce Simone,Pingers Burn,1,4,0.2
2023-06-17,offline,Paupergeddon Pisa,402,Grimaldi Gabriele,Mono Blue Faeries,1,5,0.16666666666666666
2023-06-17,offline,Paupergeddon Pisa,403,Guizzo Norberto,Unknown Deck,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,404,Piras Silvia,Rakdos Madness,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,405,Alvisi Federico,Mono Black Aristocrats,1,4,0.2
2023-06-17,offline,Paupergeddon Pisa,406,Bragioto Pietro,Bogles,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,407,Baratella Daniele,Izzet Ponza,1,6,0.14285714285714285
2023-06-17,offline,Paupergeddon Pisa,408,Mondi Edoardo,Naya Gates,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,409,Razza Andrea giuseppe,Pingers Burn,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,410,Acciai Luca,Dimir Terror,1,5,0.16666666666666666
2023-06-17,offline,Paupergeddon Pisa,411,Quintiero Flavio,Jeskai Ephemerate,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,412,Chiatello Giovanni,Dimir Terror,1,6,0.14285714285714285
2023-06-17,offline,Paupergeddon Pisa,413,Guerriero Antonio,Infect Gates,1,4,0.2
2023-06-17,offline,Paupergeddon Pisa,414,Rillo Michele,Affinity Combo,1,6,0.14285714285714285
2023-06-17,offline,Paupergeddon Pisa,415,Ducceschi Lorenzo,Mono Blue Terror,1,4,0.2
2023-06-17,offline,Paupergeddon Pisa,416,Calabrese Andrea,Pingers Burn,1,3,0.25
2023-06-17,offline,Paupergeddon Pisa,417,Paglino Mattia,Grixis Affinity,1,5,0.16666666666666666
2023-06-17,offline,Paupergeddon Pisa,418,Ferlucci Alessio,Altar Tron,1,4,0.2
2023-06-17,offline,Paupergeddon Pisa,419,Cerracchio Ettore,Mono Blue Faeries,1,4,0.2
2023-06-17,offline,Paupergeddon Pisa,420,Lancioni Simone,Izzet Faeries,0,1,0
2023-06-17,offline,Paupergeddon Pisa,421,Cardinali Tommaso,Altar Tron,0,1,0
2023-06-17,offline,Paupergeddon Pisa,422,Maggi Fabio,Mono Blue Terror,0,1,0
2023-06-17,offline,Paupergeddon Pisa,423,Morino Alessandro,Goblin Combo,0,2,0
2023-06-17,offline,Paupergeddon Pisa,424,Beretta 1 matteo 1,Izzet Faeries,0,2,0
2023-06-17,offline,Paupergeddon Pisa,425,Cordeschi Nicola,Turbo Terror,0,2,0
2023-06-17,offline,Paupergeddon Pisa,426,Contessa Luca,Cascade Tron,0,2,0
2023-06-17,offline,Paupergeddon Pisa,427,Pasotti Andrea,Golgari Midrange,0,3,0
2023-06-17,offline,Paupergeddon Pisa,428,Grappoli Tommaso,Cawgate,0,3,0
2023-06-17,offline,Paupergeddon Pisa,429,Contadini Daniele,Orzhov Ephemerate,0,3,0
2023-06-17,offline,Paupergeddon Pisa,430,Auriemma Donato pio,Altar Tron,0,2,0
2023-06-17,offline,Paupergeddon Pisa,431,Raso Stoia francesco,Bogles,0,3,0
2023-06-17,offline,Paupergeddon Pisa,432,Cassese Daniele,Cawgate,0,3,0
2023-06-17,offline,Paupergeddon Pisa,433,Sborgia Lorenzo,Grixis Affinity,0,4,0
2023-06-17,offline,Paupergeddon Pisa,434,Patrucco Luca,Kuldotha Red,0,3,0
2023-06-17,offline,Paupergeddon Pisa,435,Salvato Andrea,Mono Black Devotion,0,3,0
2023-06-17,offline,Paupergeddon Pisa,436,Bini Edoardo,Boros Synth,0,3,0
2023-06-17,offline,Paupergeddon Pisa,437,Saetta Mattia,Boros Synth,0,3,0
2023-06-17,offline,Paupergeddon Pisa,438,Poli Andrea,Jeskai Ephemerate,0,3,0
2023-06-17,offline,Paupergeddon Pisa,439,Bersanetti Diego,Dimir Terror,0,3,0
2023-06-17,offline,Paupergeddon Pisa,440,Ferracuti Matteo ferracuti,Golgari Midrange,0,5,0
2023-06-17,offline,Paupergeddon Pisa,441,Rizzo Filippo,Pingers Burn,0,3,0
2023-06-17,offline,Paupergeddon Pisa,442,Elia Francesco,Cawgate,0,4,0
2023-06-17,offline,Paupergeddon Pisa,443,Araya Oscar,Orzhov Ephemerate,0,3,0
2023-06-17,offline,Paupergeddon Pisa,444,Casalini Andrea,Flicker Tron,0,3,0
2023-06-17,offline,Paupergeddon Pisa,445,Ipri Riccardo,Jeskai Ephemerate,0,4,0
2023-06-17,offline,Paupergeddon Pisa,446,Collari Davide,Dimir Terror,0,3,0
2023-06-17,offline,Paupergeddon Pisa,447,Morandi Luca,Mono Blue Faeries,0,3,0
2023-06-17,offline,Paupergeddon Pisa,448,Bianchi Davide francesco,Mono Blue Faeries,0,4,0
2023-06-17,offline,Paupergeddon Pisa,449,Mazzucchelli Alessandro,Golgari Midrange,0,3,0
2023-06-17,offline,Paupergeddon Pisa,450,Belbusti Matteo,Boros Synth,0,3,0
2023-06-17,offline,Paupergeddon Pisa,451,Punzi Davide,Walls Combo,0,3,0
2023-06-17,offline,Paupergeddon Pisa,452,Pretto Emanuele,Golgari Midrange,0,5,0
2023-06-17,offline,Paupergeddon Pisa,453,Lombardi Piero,Boros Ephemerate,0,3,0
2023-06-17,offline,Paupergeddon Pisa,454,Difino Luca,Pingers Burn,0,3,0
2023-06-17,offline,Paupergeddon Pisa,455,Cerretini Giacomo,Izzet Faeries,0,3,0
2023-06-17,offline,Paupergeddon Pisa,456,Gallo Giuseppe,Pingers Burn,0,4,0
2023-06-17,offline,Paupergeddon Pisa,457,Gnerucci Paride,Pingers Burn,0,7,0
